0.10809,3.5053,-2.4521,1.7309,0.20387,-0.87009,-0.14182,-1.144,0.47516,1.3746,-0.53102,1.5386,-0.20696,-0.68518,0.83016,-0.32993,0.7896,0.27553,-0.14358,-0.97074,-0.69605,0.49947,-0.80993,1.6324,-0.43829,9
-0.75831,-1.8019,-2.1878,-2.3546,0.67199,-1.0453,-0.94723,-0.21715,0.2011,1.0737,-0.86998,0.33501,-0.64934,-1.1171,1.4529,1.1471,-0.92227,-1.3811,-0.80043,0.3062,0.28186,0.98202,-0.47344,-0.81715,0.32749,3
2.3657,0.060303,1.5576,-0.55343,-0.20023,-0.067752,-1.2059,1.0155,1.2006,-0.92939,-0.36038,-0.43282,1.4523,0.19893,-0.37459,0.32143,-0.059255,0.095223,-1.1459,0.54097,0.45038,0.32605,-0.27688,1.0236,-0.031817,9
-0.026415,2.5111,-1.5943,1.2286,0.64004,-1.4654,-0.48494,-0.7571,-1.1953,1.7543,-0.8909,0.67708,0.17704,-0.65636,0.26054,-0.11207,1.0522,-0.38266,1.2159,0.77452,-0.36058,-0.61882,-0.48437,1.8559,0.15753,9
-1.9149,-0.80348,2.0209,2.5261,0.44,-0.94547,-1.813,-1.3055,-2.0567,-0.26064,2.348,0.67771,0.14052,-0.7036,-0.2891,-0.31005,0.093332,0.042447,0.48812,-2.0258,0.24863,1.3045,-0.60144,-1.7849,-0.89585,2
3.5223,-2.5821,0.72145,1.3609,-1.4671,-0.72821,-0.048239,0.39976,1.2946,-0.25229,-0.91006,0.17578,-0.20945,-0.26249,1.9105,-0.58879,-0.28154,-0.39595,0.71911,-0.017753,-0.050196,-0.27597,-0.38726,-0.602,-0.27365,1
-0.33714,-0.32202,-0.03036,-0.35771,-2.1053,0.64156,0.73004,-0.10055,-0.24047,0.57847,-1.0204,-0.46044,-1.0155,-1.0611,-0.81781,-0.59439,-1.4301,-1.0396,-0.37543,-0.10763,0.17093,0.55128,-0.64262,-1.2738,1.8639,5
2.1217,-2.1733,2.1592,-0.89865,2.505,-0.06951,-0.30932,1.0893,1.5522,-1.1881,-0.72038,0.5866,-0.6329,-1.2774,-0.29575,0.9681,0.3223,-0.78164,0.2387,0.47004,0.056078,-1.0238,0.19608,1.0197,-0.92319,9
-1.3399,1.6503,-3.2184,1.6919,-1.4984,-0.59643,-0.98999,0.11804,1.4869,-1.3425,1.509,0.76478,-1.2672,-0.063213,0.25777,2.4451,-1.3855,0.37293,1.2403,-0.77826,1.4175,0.075585,-0.49262,1.2226,-1.1774,9
-1.2544,-3.0779,-2.5179,-0.97283,-1.1313,0.23567,-0.43924,-1.4349,-0.51319,-2.0551,-0.95147,-0.77979,0.03528,-0.18576,0.54218,0.55638,1.4021,1.3825,-1.1675,0.17733,0.16899,-0.22139,-0.81898,-0.84642,0.57297,3
3.0157,-3.0992,0.17451,1.087,-0.94444,-1.3307,-1.1472,-0.0051186,1.7541,0.67827,-1.5605,0.3546,-0.68828,0.45149,1.1077,-0.081992,-0.56903,0.1178,0.51216,0.38837,-0.80512,-0.16673,0.36474,-0.92752,-0.22246,1
2.1485,-1.1402,-0.48818,-0.83874,1.8554,-0.23072,-0.087673,1.0981,-0.060456,1.5432,-0.938,0.99155,-0.21979,0.90322,-0.04432,0.9586,0.49031,-0.94496,0.45812,-0.022052,0.1211,-1.6062,1.7457,0.82074,0.44527,8
-1.4074,2.9488,-0.82019,2.4067,-0.8908,-2.1068,1.6567,1.2857,1.1316,1.5383,0.5854,2.3309,0.63819,0.15359,0.20759,0.30852,-0.33426,0.93231,0.1428,0.45179,1.5367,1.3568,0.14307,0.63359,-0.014468,9
3.5772,-0.19353,-1.1121,-0.69736,0.16436,0.14591,1.2235,0.9308,0.074419,0.7809,1.2762,-1.3488,0.82752,0.24849,-0.035224,0.90334,-0.86366,1.4314,0.24557,0.09787,0.21491,-0.24293,-0.11484,-0.88138,-0.14251,3
1.7434,-2.0705,0.36553,-1.5495,1.7872,-0.26499,0.45473,1.4596,-1.0375,0.6491,-0.63347,-0.4883,-0.30331,1.2062,0.3652,0.55508,0.95238,-0.57945,0.51369,0.84773,1.6476,-1.1536,1.2604,0.85238,-0.60837,8
1.8985,1.7667,-0.35982,1.6055,-0.58433,-0.91804,0.14572,-0.43131,0.64922,0.20565,1.1908,0.056312,1.4711,0.60766,1.8033,0.094566,0.029329,0.65362,-0.80719,1.5512,-0.66045,-0.10079,1.0469,-0.63679,-0.42346,4
-3.9831,1.3096,-0.85726,-0.91266,1.8504,1.9956,2.091,-0.71508,0.9661,-0.4475,-2.2528,0.99174,0.48836,2.1948,0.473,-1.0002,-0.27415,1.0861,1.199,-0.6115,-0.81011,0.15872,-0.97008,-0.24099,-0.11182,0
1.5614,-1.3909,-2.435,-1.4673,0.37157,1.8192,-0.044644,-0.65288,-0.19481,0.7589,1.8191,-0.044963,0.64656,0.28801,0.84288,-1.107,-0.83081,0.88623,1.5811,-0.39126,-0.13962,0.54879,0.63592,0.4223,0.80886,3
3.5509,-0.77738,-0.45867,-0.20986,-1.6425,1.3479,0.52724,1.0677,-0.65431,1.0827,2.0677,-0.38414,0.017814,0.95606,-0.0073252,0.89083,1.0586,0.042913,0.1645,-0.42173,0.019814,-0.88319,-0.64786,-0.33207,-0.24667,1
-1.5487,3.2978,-1.2841,-0.14105,0.21999,0.53761,-1.3519,1.0576,-0.28805,1.3016,-0.030647,0.1527,-0.44426,0.99947,2.331,1.726,-0.64929,-0.10146,0.33906,-0.86295,-0.65764,-1.0575,0.183,-0.22166,0.78539,9
0.89441,1.1229,2.5357,0.67655,-0.79973,0.75256,-1.2677,-0.96902,2.2894,-0.27376,0.3619,-0.42787,-0.2641,0.25331,-2.3545,-1.454,0.4853,0.2318,2.0803,-0.36829,0.72471,0.77941,0.69558,-0.058344,0.028015,5
0.18124,-1.2364,-1.0185,-0.042046,1.3195,0.029836,-0.082833,0.15782,-2.3613,-0.24023,-1.2445,0.33603,-1.4039,0.11009,0.39152,-0.88654,0.99097,-0.54027,-0.12571,-0.78143,1.489,-0.39897,1.8144,0.13607,0.30836,8
-0.54218,-2.2185,-2.7466,-0.16307,-0.25946,2.0306,-0.67063,-0.93988,0.98105,-2.2741,-0.44554,-0.38847,1.0574,0.66048,1.2374,0.31132,0.88953,0.26649,0.71279,-0.28984,-0.214,-0.74897,-0.21397,-0.041239,0.51392,3
1.2509,1.6848,1.766,-0.61032,1.521,0.72192,-0.28953,1.0899,-0.46582,0.97539,-1.0806,-0.42489,2.0209,0.82896,-1.0139,1.2649,0.79558,-0.36333,-0.86118,1.1461,0.16969,-0.72266,0.48524,0.48696,0.28873,9
3.6708,-1.2737,0.27131,0.57415,-2.2102,0.58312,0.63787,1.1223,-0.65489,-0.67068,1.1937,-0.0074354,-0.012418,0.081421,0.66642,0.23384,0.56364,0.17725,-0.063505,-0.87124,0.3823,0.19501,-0.63926,0.20856,0.013903,1
1.583,-1.0828,-1.5513,-0.37577,1.2571,0.27419,0.33088,0.88201,-0.92544,0.85255,-0.37827,-0.99318,-1.1636,0.33636,1.069,-0.70529,0.82255,0.35607,1.7514,0.66058,-0.1489,0.20255,1.1966,0.14306,-0.36985,8
-1.2174,0.28826,2.7636,1.0833,-1.5863,0.31456,1.4665,0.17645,0.39486,0.97296,-1.6652,0.8825,-1.0903,0.28281,-0.66111,0.35908,0.12172,1.2626,0.93348,1.3161,-0.057958,-0.10014,-0.50724,-0.026885,0.95791,5
2.1928,1.3853,-0.92867,1.0436,-1.7969,0.23563,-1.7907,-1.0092,-0.61687,-0.54656,0.0033073,-0.20043,-0.5415,-0.88963,-0.14119,0.55964,0.0097201,-0.41682,0.26974,0.65718,-0.095501,-0.36746,1.0448,0.60737,0.48755,7
-3.6556,-3.1719,-1.4859,-1.7008,1.6121,-0.76369,-1.6058,-1.9834,-0.35857,-1.6715,0.7147,-1.3246,-1.0459,-0.55442,0.64748,1.5286,-0.31433,1.3735,-0.32419,0.35362,0.48407,-0.94726,-2.3916,-0.090696,-0.83747,3
-1.2856,2.9004,-1.0962,2.4364,-0.10988,-2.127,-2.794,-1.4857,0.90024,-0.43539,1.5238,2.273,-0.043101,1.2957,0.73856,-0.031774,-0.18765,-1.1589,-1.9278,-0.50092,2.3004,-0.52616,0.29051,0.2368,-0.65944,4
3.6743,-0.94076,-0.093842,0.22755,-2.3154,0.49989,0.29127,0.55888,-0.63547,0.22486,1.1514,-0.4219,0.83273,0.27037,0.90014,0.62134,0.4482,0.073318,0.20947,-0.10789,-0.05551,-0.040109,-0.55797,-0.39442,0.21547,1
0.59882,2.6936,1.1895,-0.71157,1.2793,-0.34644,-0.4289,1.6267,-2.0149,0.52362,-0.15797,0.10639,1.5619,0.37981,0.42206,0.3563,0.19459,0.33387,-0.020937,0.32357,-0.18564,-0.0013185,-0.47846,-0.30812,1.0118,9
-0.14983,3.5329,1.3682,-2.4358,1.9596,0.9251,0.47783,-0.90835,2.476,-0.22888,0.51446,-2.3845,1.4375,1.5849,0.12345,1.3586,0.70155,-0.13802,0.53355,-0.7253,-0.17364,0.4038,0.20611,-0.21349,0.84528,9
-2.0469,-0.98419,0.27456,-1.9277,1.315,0.20361,3.0391,-2.7053,1.4232,0.090005,-0.65347,-0.19211,-2.2666,-0.91071,-0.29481,0.87124,-0.38114,-0.66784,0.32401,-1.2924,0.7097,0.19855,-0.73656,-0.93046,1.2682,3
3.1588,-3.4586,0.57967,0.90208,0.30228,-0.57544,-0.301,0.20798,2.7383,0.21078,-1.3385,0.52787,-0.43383,0.74197,1.0438,-0.11967,-0.30612,-0.16684,0.77688,-0.13453,-0.58069,0.033952,0.4636,-0.018864,-0.030631,1
3.3157,-2.4874,0.43044,1.2213,-0.77295,-1.9048,-0.97224,0.033783,1.4945,0.161,-1.9035,-0.17458,-0.80917,0.094311,0.8911,-0.47691,-0.44217,0.36776,0.15791,0.41095,0.050347,-0.44768,0.30666,-0.76455,-0.56723,1
-2.8098,-1.2904,3.1539,0.49956,0.011087,2.1199,-0.045083,-0.73533,1.4077,-0.53309,0.41732,-0.41855,0.17446,-1.2866,1.3981,1.9618,0.87476,-0.38657,-0.21882,-0.049367,-0.74743,-1.9658,0.20896,0.024585,-0.75599,6
0.24462,3.2321,-1.109,-1.3082,-1.2693,0.23283,-0.85502,0.63036,2.5166,1.1934,-0.25957,-0.15743,-0.58531,1.0693,-1.1762,-1.9804,1.3415,-0.30832,0.14961,-1.6807,1.3818,0.25236,-0.11731,-0.10719,-0.82207,5
2.1362,-1.0844,1.8936,-2.2599,-1.1329,0.11145,-1.095,0.17678,0.14718,-0.70398,1.1226,-0.25536,0.2557,-0.78532,-0.96771,-1.6859,-0.69901,-0.16955,-0.4904,1.0346,-0.09337,-0.32428,-0.19392,0.53927,0.1467,5
-0.67788,-0.73346,1.0572,1.5997,0.41073,-1.7547,-0.18585,-2.7903,-2.9799,0.60118,-0.21165,-0.042141,1.9108,-0.53943,-0.23419,-0.084856,1.1275,0.64669,-0.20267,-1.1606,0.56835,0.99616,-0.082485,0.28754,0.49383,2
-0.31878,-2.856,2.3362,-0.19459,-1.092,0.34872,0.721,-2.538,1.1411,2.2441,0.44597,-0.037169,-0.23231,-1.6348,0.090133,-0.25418,-0.14138,-1.7988,0.54474,1.0921,-0.77839,0.52492,0.28322,-0.81324,1.6027,5
-2.1602,-0.38251,3.9246,2.0639,1.8117,2.7755,0.50836,-0.1264,1.6519,-0.427,0.48081,1.0036,0.25219,-1.0129,0.52663,1.7472,0.9996,-0.63073,1.3825,0.3089,-0.50601,-0.67322,1.093,-0.95464,-0.36276,6
